volume,vwap,open,close,high,low,timestamp,transactions
801016.0,520.4479,520.5,520.33,520.62,520.33,2024-04-09 06:30:00,6341
199517.0,520.38,520.31,520.45,520.51,520.2799,2024-04-09 06:31:00,2298
196415.0,520.6105,520.44,520.71,520.7296,520.41,2024-04-09 06:32:00,1809
187019.0,520.4727,520.71,520.3,520.75,520.23,2024-04-09 06:33:00,1798
201817.0,520.1557,520.3,520.06,520.3399,520.04,2024-04-09 06:34:00,1867
475382.0,519.1736,520.1,520.11,520.12,519.84,2024-04-09 06:35:00,2022
198305.0,520.1822,520.1,520.26,520.29,520.035,2024-04-09 06:36:00,1645
109042.0,520.365,520.25,520.47,520.54,520.2,2024-04-09 06:37:00,1270
118370.0,520.3661,520.48,520.25,520.5,520.21,2024-04-09 06:38:00,1230
371732.0,519.058,520.26,520.36,520.37,520.18,2024-04-09 06:39:00,1246
81016.0,520.4097,520.3601,520.385,520.45,520.3601,2024-04-09 06:40:00,1014
103523.0,520.3078,520.39,520.2204,520.4394,520.19,2024-04-09 06:41:00,1045
106197.0,520.186,520.22,520.1688,520.28,520.13,2024-04-09 06:42:00,1138
85185.0,520.0947,520.16,520.11,520.2199,520.0197,2024-04-09 06:43:00,1009
128363.0,519.899,520.11,519.835,520.13,519.72,2024-04-09 06:44:00,1377
117726.0,519.9301,519.82,519.91,520.0,519.8,2024-04-09 06:45:00,1201
92162.0,519.8361,519.93,519.76,519.94,519.74,2024-04-09 06:46:00,1054
253756.0,519.7299,519.76,519.66,519.85,519.57,2024-04-09 06:47:00,2129
187664.0,519.4676,519.66,519.43,519.7,519.36,2024-04-09 06:48:00,1960
226143.0,519.232,519.44,519.12,519.48,519.04,2024-04-09 06:49:00,2066
243773.0,519.0415,519.12,519.0,519.19,518.925,2024-04-09 06:50:00,2286
129458.0,519.0708,519.01,519.115,519.2,518.955,2024-04-09 06:51:00,1120
189155.0,518.9438,519.115,518.9306,519.12,518.77,2024-04-09 06:52:00,1962
100643.0,518.994,518.94,519.04,519.0598,518.92,2024-04-09 06:53:00,914
146989.0,518.9979,519.04,518.96,519.07,518.87,2024-04-09 06:54:00,1508
146485.0,519.071,518.97,519.05,519.1401,518.97,2024-04-09 06:55:00,1270
102229.0,518.9221,519.035,518.94,519.035,518.86,2024-04-09 06:56:00,1111
114055.0,518.8766,518.935,518.9399,518.97,518.8,2024-04-09 06:57:00,1101
