volume,vwap,open,close,high,low,timestamp,transactions
1185123.0,501.8335,501.98,502.02,502.08,501.57,2024-04-18 06:30:00,11056
181157.0,501.8562,502.02,501.7117,502.05,501.65,2024-04-18 06:31:00,2051
163832.0,501.5214,501.7,501.56,501.7012,501.375,2024-04-18 06:32:00,1855
165211.0,501.3801,501.57,501.28,501.62,501.1721,2024-04-18 06:33:00,1749
135352.0,501.216,501.28,501.095,501.4,501.09,2024-04-18 06:34:00,1591
403067.0,500.9688,501.1,500.56,501.1587,500.52,2024-04-18 06:35:00,3302
310685.0,500.4155,500.55,500.14,500.64,500.12,2024-04-18 06:36:00,3054
502565.0,500.0466,500.13,499.9101,500.22,499.86,2024-04-18 06:37:00,3968
181527.0,500.0299,499.93,500.05,500.12,499.92,2024-04-18 06:38:00,1724
287989.0,499.9282,500.02,499.87,500.1101,499.73,2024-04-18 06:39:00,3226
269956.0,499.965,499.88,500.07,500.12,499.826,2024-04-18 06:40:00,2390
288116.0,500.1371,500.06,500.12,500.3099,499.99,2024-04-18 06:41:00,2638
244867.0,500.2498,500.13,500.21,500.389,500.1,2024-04-18 06:42:00,2155
214585.0,500.4596,500.22,500.485,500.6,500.2,2024-04-18 06:43:00,1939
128797.0,500.3821,500.49,500.3491,500.51,500.25,2024-04-18 06:44:00,1463
186493.0,500.3171,500.36,500.3,500.425,500.25,2024-04-18 06:45:00,1786
175187.0,500.3689,500.3,500.63,500.64,500.24,2024-04-18 06:46:00,1532
300790.0,500.7898,500.64,500.75,500.97,500.59,2024-04-18 06:47:00,3084
214325.0,500.7253,500.72,500.84,500.86,500.43,2024-04-18 06:48:00,2065
155377.0,501.0255,500.83,501.145,501.22,500.75,2024-04-18 06:49:00,1664
232895.0,501.1785,501.15,501.18,501.37,501.0,2024-04-18 06:50:00,2170
183377.0,501.1305,501.13,500.94,501.2,500.93,2024-04-18 06:51:00,1880
213639.0,500.8305,500.94,500.85,500.98,500.69,2024-04-18 06:52:00,2073
142899.0,500.805,500.82,500.9,500.95,500.67,2024-04-18 06:53:00,1452
81324.0,500.7427,500.9,500.68,500.9197,500.57,2024-04-18 06:54:00,1057
153761.0,500.9161,500.67,501.09,501.14,500.57,2024-04-18 06:55:00,1526
168875.0,501.1419,501.1,501.31,501.37,501.025,2024-04-18 06:56:00,1764
123192.0,501.1291,501.315,500.97,501.345,500.91,2024-04-18 06:57:00,1186
86303.0,501.0392,500.98,501.03,501.1,500.9679,2024-04-18 06:58:00,923
79684.0,501.2081,501.04,501.18,501.29,501.04,2024-04-18 06:59:00,975
134370.0,501.1367,501.17,500.96,501.32,500.955,2024-04-18 07:00:00,1757
195852.0,500.9403,500.95,500.9831,501.09,500.83,2024-04-18 07:01:00,1784
165875.0,500.9491,500.99,500.9,501.06,500.85,2024-04-18 07:02:00,1787
