volume,vwap,open,close,high,low,timestamp,transactions
676934.0,584.1971,584.36,583.81,584.56,583.7,2025-01-14 06:30:00,5547
167932.0,583.7503,583.8,583.42,583.9751,583.39,2025-01-14 06:31:00,1922
185772.0,583.5443,583.41,583.34,583.81,583.34,2025-01-14 06:32:00,2034
182307.0,583.4854,583.31,583.81,583.81,583.3,2025-01-14 06:33:00,2264
210489.0,584.0858,583.78,583.96,584.3,583.78,2025-01-14 06:34:00,2436
185510.0,584.2882,583.96,584.41,584.55,583.96,2025-01-14 06:35:00,2552
224307.0,584.3697,584.41,584.43,584.58,584.175,2025-01-14 06:36:00,2689
155942.0,584.634,584.39,584.59,584.83,584.33,2025-01-14 06:37:00,2106
132082.0,584.6695,584.58,584.69,584.76,584.57,2025-01-14 06:38:00,1817
160879.0,584.4269,584.69,584.67,584.77,584.14,2025-01-14 06:39:00,1947
127911.0,584.6514,584.67,584.5,584.8628,584.44,2025-01-14 06:40:00,1963
123776.0,584.5054,584.46,584.59,584.67,584.23,2025-01-14 06:41:00,1801
133002.0,584.8089,584.5901,584.8301,585.0,584.56,2025-01-14 06:42:00,1958
112307.0,584.6213,584.86,584.47,584.9,584.368,2025-01-14 06:43:00,1649
136591.0,584.6524,584.5,584.8051,584.99,584.36,2025-01-14 06:44:00,1644
113630.0,584.6531,584.79,584.59,584.939,584.46,2025-01-14 06:45:00,1707
92077.0,584.5088,584.59,584.21,584.72,584.21,2025-01-14 06:46:00,1600
291107.0,583.792,584.2,583.7099,584.2,583.42,2025-01-14 06:47:00,3531
154727.0,583.8051,583.68,583.99,584.085,583.3,2025-01-14 06:48:00,2081
72376.0,583.9031,584.0,584.0,584.06,583.765,2025-01-14 06:49:00,1292
114837.0,583.6598,584.05,583.6,584.1,583.45,2025-01-14 06:50:00,1671
117005.0,583.593,583.595,583.62,583.75,583.42,2025-01-14 06:51:00,1889
141295.0,583.3769,583.6,583.26,583.72,583.03,2025-01-14 06:52:00,2311
148562.0,583.0251,583.24,582.73,583.4,582.63,2025-01-14 06:53:00,2495
182984.0,582.5626,582.73,582.75,582.76,582.36,2025-01-14 06:54:00,2334
132651.0,582.9173,582.74,583.13,583.15,582.57,2025-01-14 06:55:00,1823
81008.0,582.9364,583.12,582.94,583.1799,582.72,2025-01-14 06:56:00,1392
71793.0,582.7068,582.91,582.44,582.91,582.41,2025-01-14 06:57:00,1338
95096.0,582.4209,582.44,582.34,582.53,582.32,2025-01-14 06:58:00,1564
170478.0,582.1753,582.37,582.3,582.38,581.97,2025-01-14 06:59:00,2244
63064.0,582.3365,582.3,582.4,582.42,582.16,2025-01-14 07:00:00,1265
122041.0,582.6911,582.38,582.8199,582.9474,582.27,2025-01-14 07:01:00,1752
201441.0,583.0446,582.82,583.02,583.18,582.81,2025-01-14 07:02:00,1980
127460.0,583.22,583.01,583.25,583.38,583.0,2025-01-14 07:03:00,1669
76070.0,583.2082,583.275,583.04,583.4,583.04,2025-01-14 07:04:00,1283
61057.0,583.16,583.03,583.3,583.31,582.94,2025-01-14 07:05:00,1201
