volume,vwap,open,close,high,low,timestamp,transactions
563286.0,556.252,556.11,556.27,556.54,556.06,2025-03-14 06:30:00,5236
245571.0,556.2315,556.25,556.065,556.49,556.04,2025-03-14 06:31:00,2972
241546.0,556.131,556.0601,555.86,556.305,555.82,2025-03-14 06:32:00,2844
542087.0,556.2664,555.86,556.46,556.71,555.8,2025-03-14 06:33:00,4890
381655.0,556.6175,556.43,556.6436,556.895,556.3,2025-03-14 06:34:00,3893
211301.0,556.8745,556.65,557.24,557.31,556.51,2025-03-14 06:35:00,2800
194071.0,557.4477,557.235,557.48,557.58,557.235,2025-03-14 06:36:00,2582
184496.0,557.7289,557.44,557.9575,557.98,557.42,2025-03-14 06:37:00,2775
325552.0,557.6271,557.96,557.38,558.0976,557.34,2025-03-14 06:38:00,3440
176688.0,557.7408,557.39,557.765,557.92,557.39,2025-03-14 06:39:00,2544
137606.0,557.8816,557.76,557.89,558.09,557.62,2025-03-14 06:40:00,2270
124938.0,557.9045,557.9,557.84,558.04,557.7801,2025-03-14 06:41:00,1983
104579.0,557.7825,557.85,557.81,557.9,557.62,2025-03-14 06:42:00,1806
158265.0,557.9961,557.82,558.18,558.2564,557.78,2025-03-14 06:43:00,2647
108193.0,558.1267,558.155,558.215,558.2792,557.985,2025-03-14 06:44:00,1926
198800.0,558.5567,558.21,558.78,558.83,558.21,2025-03-14 06:45:00,2780
161427.0,558.7929,558.79,558.8046,558.95,558.69,2025-03-14 06:46:00,2246
128144.0,558.6171,558.8,558.69,558.83,558.36,2025-03-14 06:47:00,2185
89618.0,558.7828,558.7,558.915,558.915,558.68,2025-03-14 06:48:00,1773
223746.0,559.1231,558.93,559.16,559.29,558.91,2025-03-14 06:49:00,2741
122720.0,559.2528,559.19,559.2876,559.3799,559.15,2025-03-14 06:50:00,2011
129148.0,559.2373,559.29,559.11,559.37,559.01,2025-03-14 06:51:00,2053
180482.0,558.9178,559.11,558.76,559.17,558.73,2025-03-14 06:52:00,2552
120567.0,558.9723,558.75,559.21,559.23,558.64,2025-03-14 06:53:00,1689
140633.0,559.5368,559.215,559.6099,559.69,559.19,2025-03-14 06:54:00,2001
103095.0,559.2898,559.62,559.24,559.63,559.17,2025-03-14 06:55:00,1739
193693.0,559.2177,559.24,559.17,559.36,559.11,2025-03-14 06:56:00,2269
173598.0,558.8107,559.19,558.55,559.19,558.53,2025-03-14 06:57:00,2232
156172.0,558.5613,558.55,558.565,558.71,558.4538,2025-03-14 06:58:00,1607
186224.0,558.3366,558.58,558.44,558.59,558.15,2025-03-14 06:59:00,2155
1256040.0,556.4992,557.68,556.73,558.44,555.5,2025-03-14 07:00:00,13646
336289.0,557.1224,556.68,557.04,557.61,556.51,2025-03-14 07:01:00,3709
267664.0,557.2587,557.07,557.51,557.69,556.8,2025-03-14 07:02:00,2934
223819.0,557.6065,557.53,557.6004,557.83,557.34,2025-03-14 07:03:00,2840
209612.0,557.8686,557.61,557.79,558.14,557.51,2025-03-14 07:04:00,2704
193275.0,558.0052,557.81,558.16,558.2362,557.66,2025-03-14 07:05:00,2377
209365.0,558.5875,558.16,558.37,558.91,558.16,2025-03-14 07:06:00,2711
135307.0,558.2389,558.39,558.03,558.6,557.9,2025-03-14 07:07:00,2149
243834.0,557.7239,558.03,557.64,558.09,557.4,2025-03-14 07:08:00,3139
162545.0,557.435,557.655,557.1463,557.67,557.132,2025-03-14 07:09:00,4486
135291.0,557.4994,557.14,557.5,557.68,557.12,2025-03-14 07:10:00,3975
152974.0,557.3325,557.52,557.19,557.68,557.02,2025-03-14 07:11:00,2593
160598.0,556.834,557.2,556.56,557.26,556.53,2025-03-14 07:12:00,2440
245177.0,556.5426,556.52,557.1451,557.1451,556.28,2025-03-14 07:13:00,2569
95230.0,556.7527,557.15,556.75,557.17,556.42,2025-03-14 07:14:00,1386
66093.0,556.7786,556.66,556.67,556.95,556.59,2025-03-14 07:15:00,1279
97138.0,556.8835,556.68,556.88,557.12,556.64,2025-03-14 07:16:00,1539
70206.0,556.7537,556.91,556.71,557.03,556.46,2025-03-14 07:17:00,1304
93180.0,556.8617,556.7,556.87,557.01,556.632,2025-03-14 07:18:00,1355
58503.0,556.8118,556.89,556.92,556.95,556.67,2025-03-14 07:19:00,1111
206464.0,556.4996,556.9,556.12,556.91,555.92,2025-03-14 07:20:00,2600
140462.0,556.2218,556.1,556.73,556.73,555.9,2025-03-14 07:21:00,1923
190041.0,556.7832,556.75,556.82,557.1,556.52,2025-03-14 07:22:00,2224
161313.0,557.1494,556.82,557.275,557.42,556.82,2025-03-14 07:23:00,2051
108465.0,557.3326,557.33,557.54,557.625,557.05,2025-03-14 07:24:00,1711
128653.0,557.3632,557.58,557.3075,557.62,557.12,2025-03-14 07:25:00,1809
55488.0,557.1533,557.31,557.16,557.31,557.01,2025-03-14 07:26:00,1229
67396.0,557.0211,557.1099,557.18,557.18,556.81,2025-03-14 07:27:00,1160
64981.0,557.2044,557.2,557.21,557.3699,556.93,2025-03-14 07:28:00,1344
85384.0,556.9098,557.25,557.005,557.25,556.68,2025-03-14 07:29:00,1252
86965.0,557.1145,556.995,557.29,557.38,556.88,2025-03-14 07:30:00,1498
113889.0,557.5506,557.31,557.59,557.74,557.305,2025-03-14 07:31:00,1658
86326.0,557.6163,557.58,557.465,557.83,557.38,2025-03-14 07:32:00,1387
91895.0,557.4748,557.44,557.23,557.68,557.15,2025-03-14 07:33:00,1445
75210.0,557.5951,557.2,557.5357,557.74,557.18,2025-03-14 07:34:00,1197
75153.0,557.3727,557.6504,557.23,557.6997,557.07,2025-03-14 07:35:00,1301
123397.0,557.3194,557.25,557.29,557.69,557.04,2025-03-14 07:36:00,1629
42712.0,557.4587,557.3051,557.66,557.66,557.3051,2025-03-14 07:37:00,1010
75124.0,557.9205,557.69,558.1795,558.21,557.6,2025-03-14 07:38:00,1426
129217.0,558.4182,558.18,558.6,558.68,558.04,2025-03-14 07:39:00,2035
96688.0,558.6648,558.56,558.5,558.85,558.48,2025-03-14 07:40:00,1682
111608.0,558.5634,558.51,558.62,558.79,558.35,2025-03-14 07:41:00,1699
53066.0,558.2709,558.61,558.15,558.62,558.0801,2025-03-14 07:42:00,1149
75692.0,558.1588,558.1,558.52,558.56,557.92,2025-03-14 07:43:00,1360
189785.0,558.5544,558.53,558.655,558.7162,558.36,2025-03-14 07:44:00,1940
100988.0,558.9119,558.69,558.93,559.1287,558.69,2025-03-14 07:45:00,1694
94750.0,558.8715,559.02,559.0962,559.11,558.67,2025-03-14 07:46:00,1382
106774.0,559.1141,559.08,558.93,559.27,558.8448,2025-03-14 07:47:00,1727
62243.0,558.9843,558.94,558.9,559.1,558.83,2025-03-14 07:48:00,1092
62977.0,558.9436,558.8801,558.96,559.1,558.85,2025-03-14 07:49:00,945
79164.0,559.1349,558.96,559.32,559.4175,558.96,2025-03-14 07:50:00,1322
57108.0,559.3055,559.3,559.43,559.43,559.17,2025-03-14 07:51:00,1197
84235.0,559.3417,559.41,559.39,559.49,559.23,2025-03-14 07:52:00,1254
70570.0,559.2673,559.35,559.15,559.42,559.12,2025-03-14 07:53:00,1272
75461.0,559.1348,559.155,559.0499,559.335,559.015,2025-03-14 07:54:00,1204
110800.0,558.8201,559.0526,558.805,559.08,558.6,2025-03-14 07:55:00,1755
53768.0,558.9296,558.81,559.22,559.29,558.64,2025-03-14 07:56:00,1204
135249.0,559.3389,559.24,559.205,559.345,559.1301,2025-03-14 07:57:00,958
74454.0,559.4239,559.19,559.5865,559.63,559.19,2025-03-14 07:58:00,1491
187673.0,559.8099,559.58,560.2798,560.2798,559.58,2025-03-14 07:59:00,2616
250492.0,560.5857,560.27,560.33,560.8801,560.27,2025-03-14 08:00:00,3228
101304.0,560.448,560.38,560.53,560.6,560.29,2025-03-14 08:01:00,1590
124031.0,560.5121,560.55,560.6,560.64,560.42,2025-03-14 08:02:00,1527
115013.0,560.4932,560.65,560.56,560.67,560.42,2025-03-14 08:03:00,1460
76461.0,560.5984,560.57,560.52,560.68,560.5,2025-03-14 08:04:00,1204
113930.0,560.484,560.555,560.405,560.64,560.33,2025-03-14 08:05:00,1731
74289.0,560.5274,560.4,560.43,560.61,560.34,2025-03-14 08:06:00,1215
101851.0,560.334,560.41,560.31,560.53,560.23,2025-03-14 08:07:00,1556
50958.0,560.5016,560.31,560.424,560.61,560.305,2025-03-14 08:08:00,934
126107.0,560.2516,560.4,560.11,560.46,560.01,2025-03-14 08:09:00,1697
81254.0,560.3899,560.11,560.35,560.64,560.035,2025-03-14 08:10:00,1345
93005.0,560.4971,560.4,560.45,560.66,560.3406,2025-03-14 08:11:00,1290
117056.0,560.5566,560.45,560.385,560.7,560.3701,2025-03-14 08:12:00,1723
132887.0,560.1723,560.365,560.155,560.39,559.92,2025-03-14 08:13:00,1966
78272.0,560.2864,560.16,560.339,560.43,560.03,2025-03-14 08:14:00,1303
64298.0,560.4645,560.34,560.58,560.62,560.33,2025-03-14 08:15:00,1189
99959.0,560.7547,560.59,560.7599,560.98,560.52,2025-03-14 08:16:00,1621
63686.0,560.8166,560.83,560.77,560.88,560.77,2025-03-14 08:17:00,821
103047.0,560.9295,560.7491,560.8785,561.05,560.7491,2025-03-14 08:18:00,1383
72893.0,560.939,560.915,560.9501,561.03,560.8,2025-03-14 08:19:00,1066
86906.0,561.0224,560.97,560.91,561.18,560.83,2025-03-14 08:20:00,1294
69930.0,561.1111,560.92,561.09,561.24,560.92,2025-03-14 08:21:00,1084
126583.0,561.1436,561.07,561.34,561.34,561.0,2025-03-14 08:22:00,1744
81072.0,561.3038,561.33,561.27,561.45,561.18,2025-03-14 08:23:00,1551
82067.0,561.2649,561.22,561.37,561.38,561.155,2025-03-14 08:24:00,1371
80917.0,561.4004,561.36,561.35,561.51,561.21,2025-03-14 08:25:00,1349
136821.0,561.203,561.36,561.01,561.46,560.96,2025-03-14 08:26:00,1587
89156.0,561.0084,561.04,560.9301,561.2101,560.872,2025-03-14 08:27:00,1275
72335.0,560.8487,560.91,560.92,560.97,560.75,2025-03-14 08:28:00,1023
85975.0,561.0002,560.9,561.05,561.15,560.8,2025-03-14 08:29:00,1445
64148.0,561.2034,561.06,561.09,561.33,561.05,2025-03-14 08:30:00,1347
73932.0,561.325,561.06,561.41,561.45,561.05,2025-03-14 08:31:00,1204
107227.0,561.5638,561.41,561.585,561.66,561.3948,2025-03-14 08:32:00,1520
87101.0,561.7173,561.57,561.7604,561.84,561.55,2025-03-14 08:33:00,1264
71126.0,561.6689,561.78,561.575,561.8,561.56,2025-03-14 08:34:00,1040
65095.0,561.629,561.58,561.5464,561.76,561.515,2025-03-14 08:35:00,1091
