volume,vwap,open,close,high,low,timestamp,transactions
609436.0,575.431,575.48,575.5,575.75,575.13,2025-03-06 06:30:00,5921
247211.0,575.303,575.5,574.99,575.72,574.79,2025-03-06 06:31:00,3991
189967.0,574.844,575.03,574.76,575.25,574.5701,2025-03-06 06:32:00,2721
185325.0,574.8083,574.72,574.98,575.07,574.65,2025-03-06 06:33:00,2699
204660.0,575.0613,575.03,575.1,575.35,574.72,2025-03-06 06:34:00,2769
212311.0,574.6293,575.08,574.42,575.08,574.38,2025-03-06 06:35:00,3236
266447.0,574.1979,574.45,574.41,574.55,573.77,2025-03-06 06:36:00,3596
161780.0,574.4644,574.4,574.66,574.7599,574.25,2025-03-06 06:37:00,2409
183472.0,574.8125,574.66,575.0,575.09,574.45,2025-03-06 06:38:00,2594
193973.0,574.9829,575.03,574.89,575.19,574.59,2025-03-06 06:39:00,2688
167720.0,574.9227,574.88,574.95,575.27,574.62,2025-03-06 06:40:00,2702
235573.0,574.3765,574.96,574.315,575.03,573.89,2025-03-06 06:41:00,3702
126702.0,574.4433,574.29,574.64,574.79,574.22,2025-03-06 06:42:00,2120
146853.0,574.291,574.6285,573.88,574.71,573.84,2025-03-06 06:43:00,2336
219335.0,573.72,573.89,573.63,573.94,573.45,2025-03-06 06:44:00,3114
189873.0,574.0837,573.65,574.16,574.47,573.58,2025-03-06 06:45:00,2644
147043.0,574.1256,574.19,574.14,574.35,573.93,2025-03-06 06:46:00,2046
98357.0,574.2796,574.11,574.45,574.5,574.01,2025-03-06 06:47:00,1846
177832.0,574.3938,574.47,574.32,574.8,573.99,2025-03-06 06:48:00,2698
199738.0,574.6456,574.3,574.76,575.085,574.15,2025-03-06 06:49:00,3119
184330.0,575.169,574.74,575.51,575.56,574.55,2025-03-06 06:50:00,2971
276085.0,575.7246,575.51,575.62,575.99,575.44,2025-03-06 06:51:00,3554
184594.0,575.5225,575.61,575.55,575.665,575.33,2025-03-06 06:52:00,2700
167499.0,575.3021,575.53,574.87,575.7,574.86,2025-03-06 06:53:00,2835
168809.0,574.8499,574.84,574.9,575.03,574.68,2025-03-06 06:54:00,2790
