volume,vwap,open,close,high,low,timestamp,transactions
327820.0,543.6286,543.69,543.48,543.75,543.48,2024-06-26 06:30:00,3404
186056.0,543.3681,543.48,543.28,543.5,543.24,2024-06-26 06:31:00,1980
160278.0,543.3196,543.29,543.48,543.52,543.17,2024-06-26 06:32:00,1784
134955.0,543.4776,543.5,543.56,543.58,543.36,2024-06-26 06:33:00,1579
124233.0,543.586,543.57,543.675,543.68,543.49,2024-06-26 06:34:00,1276
134350.0,543.6247,543.68,543.6702,543.68,543.54,2024-06-26 06:35:00,1236
96308.0,543.7325,543.68,543.89,543.89,543.61,2024-06-26 06:36:00,1284
96979.0,543.7793,543.87,543.5709,543.93,543.5701,2024-06-26 06:37:00,1188
75350.0,543.5497,543.565,543.545,543.65,543.49,2024-06-26 06:38:00,906
54686.0,543.5087,543.55,543.52,543.61,543.42,2024-06-26 06:39:00,857
100285.0,543.6663,543.52,543.8101,543.83,543.475,2024-06-26 06:40:00,1019
127045.0,543.6957,543.815,543.505,543.84,543.44,2024-06-26 06:41:00,1297
73052.0,543.6408,543.495,543.7499,543.77,543.492,2024-06-26 06:42:00,978
69471.0,543.7113,543.73,543.755,543.795,543.59,2024-06-26 06:43:00,914
73190.0,543.6269,543.755,543.64,543.78,543.54,2024-06-26 06:44:00,967
49804.0,543.6803,543.64,543.775,543.78,543.58,2024-06-26 06:45:00,813
65563.0,543.8318,543.78,543.93,543.945,543.74,2024-06-26 06:46:00,915
52860.0,543.853,543.9201,543.8,543.935,543.8,2024-06-26 06:47:00,799
51974.0,543.8995,543.8,543.87,543.94,543.8,2024-06-26 06:48:00,818
120365.0,543.9927,543.86,544.07,544.07,543.86,2024-06-26 06:49:00,1229
92693.0,544.138,544.08,544.2,544.2,544.05,2024-06-26 06:50:00,1113
104458.0,544.1578,544.1899,544.23,544.26,544.05,2024-06-26 06:51:00,1146
76579.0,544.293,544.25,544.35,544.39,544.17,2024-06-26 06:52:00,933
