volume,vwap,open,close,high,low,timestamp,transactions
961888.0,528.3082,528.47,528.58,528.61,527.94,2024-08-07 06:30:00,7512
285922.0,528.6516,528.58,528.74,528.9,528.36,2024-08-07 06:31:00,3040
264516.0,528.9381,528.8,528.56,529.16,528.54,2024-08-07 06:32:00,2638
291814.0,528.5267,528.54,528.49,528.7,528.29,2024-08-07 06:33:00,2965
213498.0,528.5187,528.49,528.76,528.76,528.32,2024-08-07 06:34:00,2205
238770.0,528.8738,528.72,529.0,529.13,528.5699,2024-08-07 06:35:00,2524
227212.0,529.1468,528.98,529.17,529.38,528.9552,2024-08-07 06:36:00,2570
185013.0,529.3782,529.17,529.93,529.98,528.96,2024-08-07 06:37:00,2282
256860.0,529.8609,529.92,529.73,530.0,529.63,2024-08-07 06:38:00,2650
194386.0,529.9324,529.75,529.68,530.17,529.64,2024-08-07 06:39:00,2115
258340.0,529.6184,529.69,529.51,529.82,529.38,2024-08-07 06:40:00,2156
149177.0,529.6207,529.51,529.6301,529.87,529.4,2024-08-07 06:41:00,1670
224700.0,529.3514,529.66,529.39,529.76,529.1,2024-08-07 06:42:00,2327
125877.0,529.6419,529.39,529.99,530.0,529.28,2024-08-07 06:43:00,1569
196584.0,529.9107,530.0,529.845,530.06,529.75,2024-08-07 06:44:00,1921
205189.0,529.9087,529.85,530.06,530.16,529.56,2024-08-07 06:45:00,2049
290859.0,530.1508,530.09,530.08,530.34,529.9,2024-08-07 06:46:00,2663
174409.0,529.8478,530.08,529.58,530.29,529.445,2024-08-07 06:47:00,2198
204415.0,529.9927,529.63,530.2401,530.35,529.56,2024-08-07 06:48:00,2145
260742.0,530.0607,530.25,530.07,530.33,529.965,2024-08-07 06:49:00,1389
146628.0,530.323,530.05,530.29,530.48,530.04,2024-08-07 06:50:00,1828
165319.0,530.0263,530.27,530.01,530.35,529.82,2024-08-07 06:51:00,1848
89729.0,530.1956,530.0,530.22,530.34,529.99,2024-08-07 06:52:00,1343
131717.0,530.0937,530.16,530.15,530.31,529.85,2024-08-07 06:53:00,1543
109661.0,530.2624,530.17,530.3001,530.36,530.04,2024-08-07 06:54:00,1173
195009.0,530.0484,530.29,529.87,530.35,529.75,2024-08-07 06:55:00,1964
106766.0,530.0881,529.86,530.37,530.39,529.82,2024-08-07 06:56:00,1211
148173.0,530.5033,530.39,530.5529,530.6595,530.33,2024-08-07 06:57:00,1771
92996.0,530.3478,530.52,530.43,530.53,530.14,2024-08-07 06:58:00,1273
264228.0,530.8808,530.43,531.01,531.19,530.43,2024-08-07 06:59:00,2753
174298.0,531.2914,531.04,531.49,531.5,531.04,2024-08-07 07:00:00,1980
169460.0,531.4241,531.48,531.47,531.59,531.28,2024-08-07 07:01:00,1777
150495.0,531.3301,531.445,531.28,531.48,531.2,2024-08-07 07:02:00,1615
191857.0,531.0701,531.3,531.01,531.3,530.81,2024-08-07 07:03:00,2234
198292.0,530.7321,531.03,530.18,531.18,530.14,2024-08-07 07:04:00,2415
185816.0,530.0424,530.2,530.07,530.35,529.7999,2024-08-07 07:05:00,2226
120321.0,530.515,530.07,530.59,530.86,529.98,2024-08-07 07:06:00,1518
71395.0,530.6287,530.62,530.57,530.82,530.3999,2024-08-07 07:07:00,1123
76605.0,530.7361,530.54,530.76,530.95,530.45,2024-08-07 07:08:00,1266
79237.0,530.936,530.8,531.06,531.13,530.68,2024-08-07 07:09:00,1214
143304.0,531.0885,531.05,531.091,531.25,530.93,2024-08-07 07:10:00,1525
86713.0,530.8944,531.05,530.68,531.14,530.6101,2024-08-07 07:11:00,1210
157094.0,530.8286,530.69,530.78,530.99,530.63,2024-08-07 07:12:00,1621
80456.0,530.6563,530.8,530.64,530.8,530.46,2024-08-07 07:13:00,1973
82004.0,530.4131,530.64,530.285,530.6799,530.155,2024-08-07 07:14:00,2869
90819.0,530.4064,530.32,530.615,530.615,530.23,2024-08-07 07:15:00,2723
108763.0,530.3698,530.63,530.15,530.7489,530.11,2024-08-07 07:16:00,3030
114362.0,529.9946,530.1633,529.75,530.26,529.6201,2024-08-07 07:17:00,3103
220363.0,529.3701,529.75,529.1,529.8099,529.06,2024-08-07 07:18:00,3977
395333.0,529.1698,529.15,529.03,529.38,528.7206,2024-08-07 07:19:00,3922
137335.0,529.4397,529.02,529.605,529.7,529.02,2024-08-07 07:20:00,2636
83081.0,529.608,529.62,529.63,529.83,529.44,2024-08-07 07:21:00,2769
116840.0,529.7984,529.65,529.94,529.98,529.61,2024-08-07 07:22:00,2925
97478.0,529.8371,529.975,529.76,530.04,529.715,2024-08-07 07:23:00,2333
95649.0,529.6523,529.8096,529.69,529.91,529.49,2024-08-07 07:24:00,2011
113196.0,529.3662,529.7,529.45,529.74,529.06,2024-08-07 07:25:00,2600
141291.0,529.1699,529.445,528.91,529.46,528.84,2024-08-07 07:26:00,2421
95069.0,529.0712,528.96,529.17,529.3884,528.83,2024-08-07 07:27:00,2750
186287.0,528.5919,529.15,528.5978,529.2395,528.28,2024-08-07 07:28:00,3934
157152.0,528.7812,528.61,528.75,528.95,528.6,2024-08-07 07:29:00,3363
100307.0,528.6829,528.78,528.795,528.87,528.46,2024-08-07 07:30:00,2820
161545.0,528.7589,528.8624,528.79,529.0,528.6,2024-08-07 07:31:00,2694
111346.0,529.2377,528.812,529.29,529.48,528.78,2024-08-07 07:32:00,1419
497034.0,528.7613,529.35,529.25,529.38,529.149,2024-08-07 07:33:00,1012
95757.0,529.1704,529.21,529.04,529.37,528.96,2024-08-07 07:34:00,1283
108623.0,528.939,529.035,529.06,529.1899,528.65,2024-08-07 07:35:00,1373
83234.0,528.992,529.05,529.01,529.21,528.7925,2024-08-07 07:36:00,961
77906.0,529.1906,528.99,529.4,529.4053,528.82,2024-08-07 07:37:00,1006
44686.0,529.2595,529.41,529.21,529.4499,529.05,2024-08-07 07:38:00,737
91382.0,528.769,529.19,528.7,529.1951,528.61,2024-08-07 07:39:00,1266
84089.0,528.9575,528.68,528.9,529.1341,528.68,2024-08-07 07:40:00,915
85953.0,528.8409,528.92,529.005,529.0465,528.63,2024-08-07 07:41:00,982
60618.0,529.147,529.01,529.25,529.28,529.0,2024-08-07 07:42:00,938
91566.0,529.3886,529.23,529.52,529.52,529.21,2024-08-07 07:43:00,1044
194516.0,529.81,529.52,530.09,530.1,529.52,2024-08-07 07:44:00,2094
143027.0,530.4156,530.13,530.6,530.64,530.02,2024-08-07 07:45:00,1729
101948.0,530.4682,530.61,530.53,530.71,530.29,2024-08-07 07:46:00,1210
104445.0,530.8205,530.56,530.86,531.04,530.47,2024-08-07 07:47:00,1174
72865.0,530.7923,530.88,530.69,530.94,530.65,2024-08-07 07:48:00,922
74938.0,530.5782,530.73,530.67,530.75,530.3401,2024-08-07 07:49:00,1136
58999.0,530.5233,530.65,530.64,530.71,530.3819,2024-08-07 07:50:00,825
77542.0,530.7889,530.6852,530.82,530.91,530.6701,2024-08-07 07:51:00,1006
203893.0,530.7768,530.795,530.5601,530.91,530.5601,2024-08-07 07:52:00,1526
136744.0,530.5486,530.565,530.5,530.6501,530.44,2024-08-07 07:53:00,1261
92384.0,530.3162,530.49,530.25,530.57,530.11,2024-08-07 07:54:00,1050
64131.0,530.3058,530.25,530.39,530.43,530.15,2024-08-07 07:55:00,873
41550.0,530.3786,530.3933,530.24,530.53,530.215,2024-08-07 07:56:00,673
48623.0,530.3553,530.24,530.48,530.55,530.13,2024-08-07 07:57:00,770
62258.0,530.5351,530.55,530.555,530.7,530.47,2024-08-07 07:58:00,806
77037.0,530.4414,530.57,530.415,530.6,530.35,2024-08-07 07:59:00,879
58439.0,530.6498,530.47,530.65,530.8,530.4,2024-08-07 08:00:00,908
61118.0,530.398,530.62,530.14,530.72,530.1,2024-08-07 08:01:00,1015
76231.0,530.0125,530.135,530.35,530.35,529.96,2024-08-07 08:02:00,1105
68479.0,530.5871,530.32,530.655,530.74,530.3,2024-08-07 08:03:00,983
