volume,vwap,open,close,high,low,timestamp,transactions
405573.0,584.7942,584.71,584.82,585.11,584.55,2024-11-19 06:30:00,4370
167936.0,584.9184,584.84,585.265,585.28,584.61,2024-11-19 06:31:00,1963
182267.0,585.1063,585.27,584.96,585.29,584.91,2024-11-19 06:32:00,2074
140563.0,584.957,584.95,584.8063,585.15,584.76,2024-11-19 06:33:00,1731
127655.0,584.8927,584.83,585.04,585.0462,584.77,2024-11-19 06:34:00,1594
185270.0,584.7789,585.03,585.04,585.04,584.58,2024-11-19 06:35:00,2138
166390.0,585.0548,585.04,585.25,585.29,584.8,2024-11-19 06:36:00,1950
116147.0,585.1508,585.25,585.1201,585.28,585.03,2024-11-19 06:37:00,1471
103668.0,585.1922,585.16,585.265,585.315,585.1066,2024-11-19 06:38:00,1315
107327.0,585.2429,585.29,585.29,585.4,585.15,2024-11-19 06:39:00,1476
145471.0,585.2586,585.26,585.38,585.4901,585.02,2024-11-19 06:40:00,1696
117951.0,585.4639,585.38,585.49,585.645,585.23,2024-11-19 06:41:00,1315
103685.0,585.3656,585.46,585.24,585.5299,585.2,2024-11-19 06:42:00,1387
153432.0,585.5343,585.2501,585.48,585.7996,585.25,2024-11-19 06:43:00,1778
70973.0,585.6317,585.47,585.67,585.745,585.4099,2024-11-19 06:44:00,1138
121732.0,585.6059,585.68,585.61,585.75,585.44,2024-11-19 06:45:00,1612
82637.0,585.6435,585.62,585.5012,585.78,585.49,2024-11-19 06:46:00,1318
181635.0,585.2519,585.5199,585.03,585.66,584.88,2024-11-19 06:47:00,2575
148522.0,584.9178,585.03,585.05,585.08,584.75,2024-11-19 06:48:00,1871
109768.0,585.1167,585.06,585.0199,585.32,584.93,2024-11-19 06:49:00,1571
188469.0,584.5957,584.9941,584.32,585.02,584.21,2024-11-19 06:50:00,2755
279168.0,584.3651,584.315,584.67,584.77,584.03,2024-11-19 06:51:00,2779
210978.0,585.0181,584.67,585.23,585.33,584.58,2024-11-19 06:52:00,2318
102215.0,585.089,585.23,585.05,585.34,584.93,2024-11-19 06:53:00,1510
100981.0,585.0081,585.02,584.82,585.13,584.82,2024-11-19 06:54:00,1355
79200.0,584.9493,584.85,584.95,585.1,584.8,2024-11-19 06:55:00,1348
67728.0,584.977,584.93,584.9,585.17,584.87,2024-11-19 06:56:00,1036
75299.0,585.1217,584.91,585.34,585.34,584.87,2024-11-19 06:57:00,1288
64793.0,585.3363,585.34,585.4099,585.4499,585.22,2024-11-19 06:58:00,1180
49270.0,585.2797,585.375,585.2501,585.425,585.16,2024-11-19 06:59:00,873
131407.0,584.9402,585.25,584.645,585.28,584.645,2024-11-19 07:00:00,1860
124787.0,585.0028,584.69,585.31,585.34,584.65,2024-11-19 07:01:00,1625
69543.0,584.9939,585.3199,584.75,585.34,584.71,2024-11-19 07:02:00,1266
134081.0,584.881,584.75,585.1299,585.1299,584.7,2024-11-19 07:03:00,2394
70308.0,585.2284,585.08,585.1699,585.34,585.04,2024-11-19 07:04:00,2458
171877.0,585.4164,585.14,585.22,585.5637,585.14,2024-11-19 07:05:00,1723
71649.0,585.232,585.2,585.48,585.5168,585.06,2024-11-19 07:06:00,1161
65424.0,585.4417,585.49,585.46,585.57,585.39,2024-11-19 07:07:00,1063
296213.0,585.3548,585.42,585.41,585.485,585.276403,2024-11-19 07:08:00,987
53297.0,585.3652,585.415,585.43,585.44,585.31,2024-11-19 07:09:00,1024
63179.0,585.4364,585.44,585.35,585.58,585.34,2024-11-19 07:10:00,1192
74078.0,585.3138,585.35,585.21,585.45,585.21,2024-11-19 07:11:00,1304
80577.0,585.2089,585.2,585.4,585.45,585.07,2024-11-19 07:12:00,1171
50571.0,585.4088,585.39,585.4101,585.5,585.2701,2024-11-19 07:13:00,885
43793.0,585.5303,585.46,585.32,585.72,585.31,2024-11-19 07:14:00,1019
89731.0,584.9885,585.32,584.89,585.33,584.71,2024-11-19 07:15:00,1500
83849.0,585.1675,584.8,585.31,585.435,584.8,2024-11-19 07:16:00,1075
56677.0,585.218,585.3201,585.19,585.38,585.11,2024-11-19 07:17:00,917
40776.0,585.2365,585.16,585.35,585.36,585.13,2024-11-19 07:18:00,859
68358.0,585.5373,585.33,585.5499,585.67,585.33,2024-11-19 07:19:00,1033
126764.0,585.4978,585.52,585.45,585.61,585.35,2024-11-19 07:20:00,878
43598.0,585.3887,585.42,585.25,585.4899,585.25,2024-11-19 07:21:00,878
50592.0,585.2826,585.2,585.17,585.455,585.13,2024-11-19 07:22:00,923
43333.0,585.1665,585.16,585.3,585.32,585.05,2024-11-19 07:23:00,914
77675.0,585.4918,585.27,585.69,585.72,585.24,2024-11-19 07:24:00,1204
91552.0,585.6862,585.68,585.72,585.82,585.58,2024-11-19 07:25:00,1231
51087.0,585.6214,585.72,585.65,585.73,585.5071,2024-11-19 07:26:00,864
31639.0,585.6694,585.65,585.6,585.75,585.6,2024-11-19 07:27:00,716
84501.0,585.715,585.59,585.92,585.93,585.53,2024-11-19 07:28:00,1094
190006.0,586.2051,585.92,586.46,586.48,585.915,2024-11-19 07:29:00,2166
111196.0,586.3609,586.45,586.15,586.61,586.09,2024-11-19 07:30:00,1671
108003.0,586.3529,586.15,586.74,586.74,586.15,2024-11-19 07:31:00,1294
115454.0,586.6751,586.78,586.595,586.81,586.51,2024-11-19 07:32:00,1482
91875.0,586.8678,586.59,586.915,587.01,586.54,2024-11-19 07:33:00,1388
149797.0,586.7099,586.9,586.8456,586.93,586.5451,2024-11-19 07:34:00,1707
37730.0,586.8623,586.85,586.917,586.95,586.8,2024-11-19 07:35:00,948
57866.0,586.9486,586.915,587.14,587.14,586.7915,2024-11-19 07:36:00,1182
113532.0,587.1803,587.135,587.44,587.45,587.06,2024-11-19 07:37:00,1434
159885.0,587.3882,587.44,587.29,587.56,587.21,2024-11-19 07:38:00,1675
90381.0,587.3441,587.27,587.3,587.43,587.25,2024-11-19 07:39:00,1183
100242.0,587.1909,587.29,587.03,587.35,586.9361,2024-11-19 07:40:00,1432
