volume,vwap,open,close,high,low,timestamp,transactions
1140613.0,552.8485,553.0,552.33,553.06,552.32,2024-07-22 06:30:00,8516
124755.0,552.4027,552.33,552.295,552.5395,552.28,2024-07-22 06:31:00,1414
155679.0,552.3514,552.3,552.4,552.47,552.275,2024-07-22 06:32:00,1575
141738.0,552.4686,552.39,552.445,552.6,552.35,2024-07-22 06:33:00,1410
131684.0,552.6853,552.44,552.75,552.79,552.39,2024-07-22 06:34:00,1307
232347.0,553.0135,552.74,553.03,553.125,552.74,2024-07-22 06:35:00,2169
271695.0,553.2046,553.02,553.3,553.36,553.02,2024-07-22 06:36:00,2231
196500.0,553.4382,553.29,553.495,553.55,553.25,2024-07-22 06:37:00,1682
144910.0,553.6336,553.495,553.67,553.73,553.47,2024-07-22 06:38:00,1440
348155.0,553.8016,553.66,553.6,553.96,553.51,2024-07-22 06:39:00,2402
203918.0,553.7053,553.595,553.66,553.84,553.53,2024-07-22 06:40:00,1849
97898.0,553.5831,553.685,553.565,553.685,553.5,2024-07-22 06:41:00,1234
130835.0,553.5919,553.59,553.51,553.69,553.43,2024-07-22 06:42:00,1477
134099.0,553.4817,553.51,553.44,553.59,553.36,2024-07-22 06:43:00,1355
100449.0,553.5074,553.43,553.53,553.63,553.43,2024-07-22 06:44:00,1300
137365.0,553.7372,553.53,553.82,553.84,553.53,2024-07-22 06:45:00,1383
187616.0,553.9517,553.83,554.04,554.07,553.785,2024-07-22 06:46:00,1751
221056.0,554.1799,554.04,554.27,554.4101,553.99,2024-07-22 06:47:00,2205
172490.0,554.2058,554.275,554.14,554.38,554.11,2024-07-22 06:48:00,1703
163201.0,554.2193,554.17,554.29,554.3001,554.14,2024-07-22 06:49:00,1491
84764.0,554.2832,554.3,554.25,554.35,554.22,2024-07-22 06:50:00,1048
185898.0,553.9598,554.24,553.86,554.27,553.84,2024-07-22 06:51:00,1656
187716.0,553.7229,553.885,553.85,553.91,553.57,2024-07-22 06:52:00,1737
72513.0,553.8533,553.85,553.9,553.95,553.78,2024-07-22 06:53:00,890
110615.0,553.9354,553.9,553.96,553.98,553.8501,2024-07-22 06:54:00,1109
112561.0,553.7228,553.96,553.7,553.96,553.58,2024-07-22 06:55:00,1290
95598.0,553.5612,553.7,553.58,553.72,553.41,2024-07-22 06:56:00,1120
114246.0,553.1146,553.57,552.84,553.57,552.81,2024-07-22 06:57:00,1631
136189.0,552.7616,552.8,552.9,552.91,552.62,2024-07-22 06:58:00,1444
162825.0,552.7591,552.8596,552.6601,552.95,552.51,2024-07-22 06:59:00,1332
92052.0,552.5375,552.67,552.26,552.79,552.26,2024-07-22 07:00:00,1333
160444.0,552.0794,552.25,552.135,552.25,551.97,2024-07-22 07:01:00,1815
136248.0,552.0923,552.1,552.0,552.23,552.0,2024-07-22 07:02:00,1381
94525.0,552.0576,552.0,552.23,552.25,551.93,2024-07-22 07:03:00,1140
142035.0,552.212,552.22,551.96,552.31,551.96,2024-07-22 07:04:00,1589
67437.0,551.9803,551.96,551.95,552.0799,551.875,2024-07-22 07:05:00,1098
115321.0,551.6697,551.97,551.53,552.02,551.48,2024-07-22 07:06:00,1494
93579.0,551.6542,551.49,551.66,551.7899,551.49,2024-07-22 07:07:00,1137
45946.0,551.6931,551.635,551.68,551.8,551.5701,2024-07-22 07:08:00,876
92282.0,551.492,551.69,551.5099,551.71,551.34,2024-07-22 07:09:00,1225
92083.0,551.6177,551.495,551.73,551.8,551.45,2024-07-22 07:10:00,1100
94174.0,551.7254,551.7201,551.72,551.76,551.62,2024-07-22 07:11:00,1070
